temp,temp_min,temp_max,description,mainDescription,speed,deg,dt_txt,humidity,rain
2.49,2,3,light shower sleet,Snow,9,240,2018/01/16 13:00,100,0
1.49,1,2,light shower sleet,Snow,10,250,2018/01/16 14:00,93,0
1.49,1,2,broken clouds,Clouds,9,250,2018/01/16 15:00,100,0
2,2,2,light shower sleet,Snow,9,250,2018/01/16 16:00,80,0
1.49,1,2,broken clouds,Clouds,11,260,2018/01/16 17:00,80,0
0.43,0,1,shower snow,Snow,10,260,2018/01/16 18:00,100,0
0.43,0,1,light shower snow,Snow,9,250,2018/01/16 19:00,86,0
0.43,0,1,light shower snow,Snow,9,250,2018/01/16 20:00,86,0
0.43,0,1,shower snow,Snow,10,250,2018/01/16 21:00,86,0
0,0,0,light shower snow,Snow,8,250,2018/01/16 22:00,100,0
0,0,0,light shower snow,Snow,13,260,2018/01/16 23:00,100,0
0,0,0,light shower snow,Snow,8,250,2018/01/17 00:00,100,0
0.57,0,1,broken clouds,Clouds,10,260,2018/01/17 01:00,100,0
1,1,1,broken clouds,Clouds,10,260,2018/01/17 02:00,86,0
1,1,1,broken clouds,Clouds,11,260,2018/01/17 03:00,100,0
1,1,1,light shower sleet,Snow,11,260,2018/01/17 04:00,100,0
1.43,1,2,light shower sleet,Snow,10,260,2018/01/17 05:00,100,0
1,1,1,light shower sleet,Snow,11,260,2018/01/17 06:00,100,0
1,1,1,light intensity shower rain,Rain,10,260,2018/01/17 07:00,100,0
2,2,2,broken clouds,Clouds,7,240,2018/01/17 09:00,100,0
2,2,2,broken clouds,Clouds,8,250,2018/01/17 10:00,80,0
2.49,2,3,broken clouds,Clouds,10,250,2018/01/17 11:00,100,0
3,3,3,scattered clouds,Clouds,10,250,2018/01/17 12:00,100,0
4,4,4,broken clouds,Clouds,9,250,2018/01/17 13:00,80,0
5,5,5,broken clouds,Clouds,8,250,2018/01/17 14:00,75,0
5,5,5,broken clouds,Clouds,9,250,2018/01/17 15:00,75,0
5,5,5,light rain,Rain,9,250,2018/01/17 16:00,80,0
4.43,4,5,proximity shower rain,Rain,7,240,2018/01/17 17:00,75,0
4,4,4,light rain,Rain,7,240,2018/01/17 18:00,86,0
4,4,4,light rain,Rain,6,210,2018/01/17 19:00,86,0
8.67,3,13,light intensity drizzle rain,Drizzle,5,150,2018/01/17 20:00,93,0
5.13,4,6,light intensity drizzle rain,Drizzle,4,150,2018/01/17 21:00,93,0
8,8,8,light intensity drizzle rain,Drizzle,10,230,2018/01/17 22:00,93,0
10,10,10,light intensity shower rain,Rain,15,260,2018/01/17 23:00,87,0
9.57,9,10,light intensity shower rain,Rain,15,250,2018/01/18 00:00,81,0
9,9,9,light intensity shower rain,Rain,15,250,2018/01/18 01:00,81,0
5.7,4,7,broken clouds,Clouds,17,300,2018/01/18 02:00,80,0
3.57,3,4,broken clouds,Clouds,11,290,2018/01/18 03:00,86,0
4,4,4,broken clouds,Clouds,8,280,2018/01/18 04:00,86,0
4,4,4,broken clouds,Clouds,7,280,2018/01/18 05:00,86,0
4,4,4,broken clouds,Clouds,6,270,2018/01/18 06:00,86,0
3,3,3,scattered clouds,Clouds,7,260,2018/01/18 07:00,93,0
3.43,3,4,broken clouds,Clouds,6,250,2018/01/18 08:00,86,0
3.51,3,4,broken clouds,Clouds,7,250,2018/01/18 09:00,93,0
3.49,3,4,scattered clouds,Clouds,9,250,2018/01/18 10:00,86,0
4,4,4,scattered clouds,Clouds,9,260,2018/01/18 11:00,86,0
4,4,4,scattered clouds,Clouds,10,260,2018/01/18 12:00,86,0
4.49,4,5,scattered clouds,Clouds,11,260,2018/01/18 13:00,75,0
5,5,5,broken clouds,Clouds,9,270,2018/01/18 14:00,75,0
4.49,4,5,light intensity shower rain,Rain,7,270,2018/01/18 15:00,75,0
4,4,4,scattered clouds,Clouds,7,270,2018/01/18 16:00,100,0
4,4,4,few clouds,Clouds,9,260,2018/01/18 17:00,100,0
3,3,3,scattered clouds,Clouds,9,260,2018/01/18 18:00,100,0
2,2,2,few clouds,Clouds,10,260,2018/01/18 19:00,100,0
2,2,2,few clouds,Clouds,11,260,2018/01/18 20:00,100,0
2,2,2,few clouds,Clouds,9,270,2018/01/18 21:00,100,0
1,1,1,scattered clouds,Clouds,9,260,2018/01/18 22:00,100,0
1,1,1,scattered clouds,Clouds,8,260,2018/01/18 23:00,100,0
1,1,1,few clouds,Clouds,7,250,2018/01/19 00:00,86,0
1,1,1,few clouds,Clouds,7,250,2018/01/19 01:00,86,0
1,1,1,few clouds,Clouds,7,250,2018/01/19 02:00,100,0
1,1,1,few clouds,Clouds,8,250,2018/01/19 03:00,100,0
1,1,1,few clouds,Clouds,8,250,2018/01/19 04:00,100,0
1,1,1,few clouds,Clouds,8,250,2018/01/19 05:00,86,0
1,1,1,few clouds,Clouds,7,240,2018/01/19 06:00,86,0
1,1,1,broken clouds,Clouds,8,240,2018/01/19 07:00,86,0
1,1,1,scattered clouds,Clouds,8,250,2018/01/19 08:00,86,0
1,1,1,broken clouds,Clouds,9,240,2018/01/19 09:00,100,0
1.49,1,2,broken clouds,Clouds,8,240,2018/01/19 10:00,100,0
2,2,2,scattered clouds,Clouds,9,240,2018/01/19 11:00,100,0
2.49,2,3,scattered clouds,Clouds,10,240,2018/01/19 12:00,100,0
3,3,3,broken clouds,Clouds,9,250,2018/01/19 13:00,86,0
4,4,4,scattered clouds,Clouds,10,250,2018/01/19 14:00,80,0
4,4,4,few clouds,Clouds,8,250,2018/01/19 15:00,80,0
3.49,3,4,few clouds,Clouds,9,250,2018/01/19 16:00,80,0
3,3,3,few clouds,Clouds,7,240,2018/01/19 17:00,100,0
3,3,3,few clouds,Clouds,7,240,2018/01/19 18:00,86,0
2,2,2,broken clouds,Clouds,5,240,2018/01/19 19:00,100,0
2,2,2,broken clouds,Clouds,6,240,2018/01/19 20:00,100,0
2,2,2,broken clouds,Clouds,6,240,2018/01/19 21:00,100,0
3,3,3,broken clouds,Clouds,7,240,2018/01/19 22:00,100,0
2,2,2,Sky is Clear,Clear,6,240,2018/01/19 23:00,100,0
2,2,2,Sky is Clear,Clear,4,230,2018/01/20 00:00,100,0
2.57,2,3,Sky is Clear,Clear,3,230,2018/01/20 01:00,93,0
3.57,3,4,Sky is Clear,Clear,3,210,2018/01/20 02:00,86,0
3,3,3,light intensity drizzle,Drizzle,2,210,2018/01/20 03:00,86,0
3,3,3,light intensity drizzle rain,Drizzle,2,230,2018/01/20 04:00,86,0
3,3,3,light rain,Rain,1,0,2018/01/20 05:00,86,0
2.57,2,3,light rain,Rain,1,0,2018/01/20 06:00,100,0
2.57,2,3,light rain,Rain,2,100,2018/01/20 07:00,100,0
2.57,2,3,light rain,Rain,2,40,2018/01/20 08:00,100,0
2.57,2,3,light rain,Rain,4,50,2018/01/20 09:00,100,0
2.57,2,3,light intensity drizzle rain,Drizzle,4,40,2018/01/20 10:00,100,0
3,3,3,light rain,Rain,4,80,2018/01/20 11:00,93,0
3,3,3,light rain,Rain,4,100,2018/01/20 12:00,100,0
3.43,3,4,light intensity drizzle rain,Drizzle,5,90,2018/01/20 13:00,93,0
4,4,4,light intensity drizzle rain,Drizzle,4,60,2018/01/20 14:00,100,0
4,4,4,light intensity drizzle rain,Drizzle,3,50,2018/01/20 15:00,93,0
4,4,4,light intensity drizzle,Drizzle,2,30,2018/01/20 16:00,100,0
4,4,4,light intensity drizzle rain,Drizzle,3,10,2018/01/20 17:00,100,0
4,4,4,light intensity drizzle rain,Drizzle,4,10,2018/01/20 18:00,100,0
3.57,3,4,light intensity drizzle,Drizzle,2,350,2018/01/20 19:00,93,0
2.13,1,3,scattered clouds,Clouds,1,0,2018/01/20 20:00,100,0
1.27,-1,3,fog,Fog,1,0,2018/01/20 21:00,100,0
1.57,1,2,broken clouds,Clouds,3,260,2018/01/20 22:00,100,0
2.13,1,3,broken clouds,Clouds,1,0,2018/01/20 23:00,100,0
1.57,1,2,broken clouds,Clouds,1,0,2018/01/21 00:00,100,0
2.13,1,3,light rain,Rain,1,120,2018/01/21 01:00,100,0
2.57,2,3,light rain,Rain,2,100,2018/01/21 02:00,100,0
4,4,4,light rain,Rain,5,140,2018/01/21 03:00,93,0
4.57,4,5,light rain,Rain,6,140,2018/01/21 04:00,100,0
4.57,4,5,light rain,Rain,6,140,2018/01/21 05:00,100,0
5,5,5,light rain,Rain,7,130,2018/01/21 06:00,100,0
5.43,5,6,moderate rain,Rain,8,140,2018/01/21 07:00,93,0
6,6,6,light rain,Rain,8,140,2018/01/21 08:00,100,0
6.43,6,7,light rain,Rain,7,150,2018/01/21 09:00,93,0
8.7,7,10,light rain,Rain,5,150,2018/01/21 10:00,100,0
9.57,9,10,light rain,Rain,2,220,2018/01/21 11:00,100,0
11,11,11,light rain,Rain,7,230,2018/01/21 12:00,93,0
11,11,11,light rain,Rain,8,240,2018/01/21 13:00,100,0
12,12,12,light rain,Rain,9,250,2018/01/21 14:00,93,0
12,12,12,light intensity drizzle rain,Drizzle,9,250,2018/01/21 15:00,93,0
12,12,12,light intensity drizzle rain,Drizzle,8,260,2018/01/21 16:00,93,0
11,11,11,broken clouds,Clouds,13,260,2018/01/21 17:00,81,0
10,10,10,broken clouds,Clouds,14,260,2018/01/21 18:00,81,0
9,9,9,scattered clouds,Clouds,12,270,2018/01/21 19:00,81,0
8.57,8,9,broken clouds,Clouds,11,260,2018/01/21 20:00,81,0
8.43,8,9,broken clouds,Clouds,10,270,2018/01/21 21:00,70,0
8,8,8,broken clouds,Clouds,9,260,2018/01/21 22:00,81,0
8,8,8,broken clouds,Clouds,7,260,2018/01/21 23:00,75,0
8,8,8,broken clouds,Clouds,6,240,2018/01/22 00:00,81,0
8,8,8,broken clouds,Clouds,3,260,2018/01/22 01:00,81,0
8,8,8,broken clouds,Clouds,5,240,2018/01/22 02:00,81,0
7.43,7,8,broken clouds,Clouds,4,240,2018/01/22 03:00,81,0
7.57,7,8,broken clouds,Clouds,5,260,2018/01/22 04:00,87,0
7,7,7,light intensity drizzle,Drizzle,6,270,2018/01/22 05:00,87,0
7,7,7,broken clouds,Clouds,7,270,2018/01/22 06:00,81,0
6.57,6,7,broken clouds,Clouds,8,260,2018/01/22 07:00,87,0
7,7,7,broken clouds,Clouds,8,270,2018/01/22 08:00,81,0
7,7,7,broken clouds,Clouds,7,260,2018/01/22 09:00,81,0
7,7,7,broken clouds,Clouds,9,260,2018/01/22 10:00,81,0
7.49,7,8,light rain,Rain,7,250,2018/01/22 11:00,75,0
8,8,8,broken clouds,Clouds,7,260,2018/01/22 12:00,81,0
8,8,8,light rain,Rain,8,270,2018/01/22 13:00,81,0
8,8,8,light intensity drizzle rain,Drizzle,8,260,2018/01/22 14:00,75,0
8,8,8,broken clouds,Clouds,8,260,2018/01/22 15:00,81,0
8,8,8,broken clouds,Clouds,6,240,2018/01/22 16:00,81,0
8,8,8,broken clouds,Clouds,6,250,2018/01/22 17:00,81,0
8,8,8,broken clouds,Clouds,4,220,2018/01/22 18:00,81,0
8,8,8,broken clouds,Clouds,6,230,2018/01/22 19:00,75,0
8,8,8,broken clouds,Clouds,6,220,2018/01/22 20:00,81,0
8,8,8,broken clouds,Clouds,5,210,2018/01/22 21:00,75,0
8.43,8,9,broken clouds,Clouds,5,210,2018/01/22 22:00,76,0
9,9,9,broken clouds,Clouds,6,200,2018/01/22 23:00,81,0
9.43,9,10,broken clouds,Clouds,6,210,2018/01/23 00:00,81,0
9.43,9,10,broken clouds,Clouds,7,210,2018/01/23 01:00,81,0
10,10,10,broken clouds,Clouds,5,190,2018/01/23 02:00,87,0
10.43,10,11,broken clouds,Clouds,6,210,2018/01/23 03:00,87,0
11,11,11,light rain,Rain,5,210,2018/01/23 04:00,87,0
12,12,12,broken clouds,Clouds,5,190,2018/01/23 05:00,87,0
12,12,12,overcast clouds,Clouds,7,200,2018/01/23 06:00,87,0
12,12,12,broken clouds,Clouds,6,210,2018/01/23 07:00,87,0
12,12,12,broken clouds,Clouds,7,210,2018/01/23 08:00,87,0
12,12,12,light intensity drizzle rain,Drizzle,10,230,2018/01/23 09:00,87,0
12,12,12,broken clouds,Clouds,10,230,2018/01/23 10:00,87,0
12.49,12,13,broken clouds,Clouds,11,230,2018/01/23 11:00,82,0
12.49,12,13,broken clouds,Clouds,12,230,2018/01/23 12:00,76,0
12.49,12,13,broken clouds,Clouds,12,230,2018/01/23 13:00,76,0
12.49,12,13,scattered clouds,Clouds,12,240,2018/01/23 14:00,66,0
12,12,12,scattered clouds,Clouds,13,240,2018/01/23 15:00,66,0
11.49,11,12,broken clouds,Clouds,14,250,2018/01/23 16:00,58,0
10,10,10,broken clouds,Clouds,10,250,2018/01/23 17:00,66,0
9.43,9,10,broken clouds,Clouds,7,240,2018/01/23 18:00,66,0
9,9,9,scattered clouds,Clouds,7,230,2018/01/23 19:00,66,0
9.43,9,10,scattered clouds,Clouds,7,210,2018/01/23 20:00,71,0
9,9,9,scattered clouds,Clouds,7,210,2018/01/23 21:00,76,0
9.43,9,10,broken clouds,Clouds,9,200,2018/01/23 22:00,76,0
10.43,10,11,broken clouds,Clouds,10,200,2018/01/23 23:00,71,0
11,11,11,broken clouds,Clouds,12,200,2018/01/24 00:00,71,0
11.43,11,12,broken clouds,Clouds,13,210,2018/01/24 01:00,76,0
11.43,11,12,light rain,Rain,14,210,2018/01/24 02:00,76,0
11.43,11,12,light rain,Rain,14,210,2018/01/24 03:00,76,0
9.57,9,10,heavy intensity rain,Rain,13,250,2018/01/24 04:00,87,0
8.57,8,9,heavy intensity rain,Rain,14,250,2018/01/24 05:00,87,0
7,7,7,moderate rain,Rain,12,230,2018/01/24 06:00,81,0
7,7,7,broken clouds,Clouds,10,230,2018/01/24 07:00,75,0
6,6,6,broken clouds,Clouds,10,230,2018/01/24 08:00,81,0
6,6,6,scattered clouds,Clouds,10,230,2018/01/24 09:00,81,0
6.49,6,7,light intensity shower rain,Rain,10,230,2018/01/24 10:00,75,0
7,7,7,few clouds,Clouds,12,240,2018/01/24 11:00,70,0
8,8,8,few clouds,Clouds,11,240,2018/01/24 12:00,65,0
6.49,6,7,light intensity shower rain,Rain,14,240,2018/01/24 13:00,70,0
7.49,7,8,broken clouds,Clouds,11,230,2018/01/24 14:00,65,0
7.49,7,8,broken clouds,Clouds,13,240,2018/01/24 15:00,70,0
6.49,6,7,broken clouds,Clouds,12,240,2018/01/24 16:00,70,0
6,6,6,broken clouds,Clouds,11,240,2018/01/24 17:00,81,0
6,6,6,scattered clouds,Clouds,10,240,2018/01/24 18:00,75,0
6,6,6,scattered clouds,Clouds,10,240,2018/01/24 19:00,75,0
6,6,6,scattered clouds,Clouds,10,230,2018/01/24 20:00,75,0
6,6,6,scattered clouds,Clouds,11,230,2018/01/24 21:00,75,0
6,6,6,broken clouds,Clouds,10,230,2018/01/24 22:00,70,0
5.43,5,6,broken clouds,Clouds,11,230,2018/01/24 23:00,70,0
5.43,5,6,scattered clouds,Clouds,11,230,2018/01/25 00:00,70,0
5,5,5,scattered clouds,Clouds,11,230,2018/01/25 01:00,75,0
5,5,5,scattered clouds,Clouds,11,230,2018/01/25 02:00,75,0
5,5,5,scattered clouds,Clouds,9,230,2018/01/25 03:00,75,0
5,5,5,scattered clouds,Clouds,9,230,2018/01/25 04:00,75,0
4.43,4,5,scattered clouds,Clouds,10,230,2018/01/25 05:00,75,0
4,4,4,scattered clouds,Clouds,8,220,2018/01/25 06:00,80,0
4,4,4,broken clouds,Clouds,6,210,2018/01/25 07:00,80,0
4,4,4,broken clouds,Clouds,6,190,2018/01/25 08:00,80,0
5,5,5,broken clouds,Clouds,6,200,2018/01/25 09:00,75,0
6,6,6,light intensity shower rain,Rain,8,220,2018/01/25 10:00,70,0
5.49,5,6,light rain,Rain,8,240,2018/01/25 11:00,81,0
6,6,6,scattered clouds,Clouds,7,240,2018/01/25 12:00,81,0
7,7,7,broken clouds,Clouds,8,240,2018/01/25 13:00,75,0
7,7,7,scattered clouds,Clouds,8,250,2018/01/25 14:00,81,0
8,8,8,scattered clouds,Clouds,9,270,2018/01/25 15:00,70,0
7.49,7,8,scattered clouds,Clouds,9,270,2018/01/25 16:00,70,0
6.53,6,7,light intensity shower rain,Rain,9,290,2018/01/25 17:00,87,0
5,5,5,scattered clouds,Clouds,9,260,2018/01/25 18:00,86,0
5,5,5,scattered clouds,Clouds,9,270,2018/01/25 19:00,86,0
5,5,5,scattered clouds,Clouds,8,270,2018/01/25 20:00,86,0
5,5,5,broken clouds,Clouds,7,280,2018/01/25 21:00,86,0
5.42,5,6,light rain,Rain,7,300,2018/01/25 22:00,87,0
6,6,6,light rain,Rain,7,320,2018/01/25 23:00,87,0
5.57,5,6,light rain,Rain,6,320,2018/01/26 00:00,93,0
5.57,5,6,broken clouds,Clouds,6,320,2018/01/26 01:00,86,0
5.57,5,6,light intensity drizzle rain,Drizzle,5,320,2018/01/26 02:00,86,0
4.13,3,5,broken clouds,Clouds,6,310,2018/01/26 03:00,93,0
3,3,3,few clouds,Clouds,5,290,2018/01/26 04:00,93,0
3.57,3,4,few clouds,Clouds,7,300,2018/01/26 05:00,93,0
3.57,3,4,few clouds,Clouds,4,300,2018/01/26 06:00,93,0
1.43,1,2,scattered clouds,Clouds,3,280,2018/01/26 07:00,93,0
0.49,0,1,scattered clouds,Clouds,4,290,2018/01/26 08:00,100,0
1.49,1,2,few clouds,Clouds,5,270,2018/01/26 09:00,93,0
3,3,3,few clouds,Clouds,3,270,2018/01/26 10:00,93,0
4,4,4,few clouds,Clouds,5,270,2018/01/26 11:00,93,0
5.49,5,6,few clouds,Clouds,3,250,2018/01/26 12:00,81,0
6,6,6,broken clouds,Clouds,6,240,2018/01/26 13:00,87,0
6,6,6,broken clouds,Clouds,6,260,2018/01/26 14:00,87,0
6,6,6,broken clouds,Clouds,5,250,2018/01/26 15:00,87,0
6,6,6,broken clouds,Clouds,4,240,2018/01/26 16:00,87,0
6,6,6,broken clouds,Clouds,4,230,2018/01/26 17:00,87,0
6,6,6,broken clouds,Clouds,4,210,2018/01/26 18:00,87,0
6,6,6,broken clouds,Clouds,4,210,2018/01/26 19:00,87,0
6.43,6,7,broken clouds,Clouds,3,210,2018/01/26 20:00,81,0
6.43,6,7,light rain,Rain,5,220,2018/01/26 21:00,81,0
6,6,6,light rain,Rain,5,200,2018/01/26 22:00,87,0
6.43,6,7,light rain,Rain,5,200,2018/01/26 23:00,75,0
7,7,7,broken clouds,Clouds,5,200,2018/01/27 00:00,81,0
7,7,7,light rain,Rain,6,200,2018/01/27 01:00,87,0
7.43,7,8,broken clouds,Clouds,8,220,2018/01/27 02:00,87,0
8,8,8,broken clouds,Clouds,8,220,2018/01/27 03:00,87,0
8,8,8,light rain,Rain,6,200,2018/01/27 04:00,93,0
8.43,8,9,light rain,Rain,5,210,2018/01/27 05:00,87,0
9,9,9,light rain,Rain,5,210,2018/01/27 06:00,93,0
10,10,10,light rain,Rain,7,220,2018/01/27 07:00,93,0
10,10,10,light rain,Rain,8,240,2018/01/27 08:00,93,0
10,10,10,light intensity drizzle rain,Drizzle,9,240,2018/01/27 09:00,100,0
11,11,11,light intensity drizzle,Drizzle,8,250,2018/01/27 10:00,93,0
11,11,11,light intensity drizzle,Drizzle,8,260,2018/01/27 11:00,93,0
11.43,11,12,light intensity drizzle rain,Drizzle,8,250,2018/01/27 12:00,87,0
12,12,12,light intensity drizzle rain,Drizzle,8,240,2018/01/27 13:00,87,0
12,12,12,light intensity drizzle rain,Drizzle,10,240,2018/01/27 14:00,87,0
12,12,12,proximity shower rain,Rain,10,250,2018/01/27 15:00,87,0
12,12,12,light rain,Rain,11,260,2018/01/27 16:00,81,0
11,11,11,light intensity drizzle rain,Drizzle,10,270,2018/01/27 17:00,87,0
10,10,10,broken clouds,Clouds,12,260,2018/01/27 18:00,76,0
9,9,9,broken clouds,Clouds,11,260,2018/01/27 19:00,81,0
9,9,9,broken clouds,Clouds,10,260,2018/01/27 20:00,81,0
8,8,8,few clouds,Clouds,8,260,2018/01/27 21:00,87,0
8,8,8,scattered clouds,Clouds,7,250,2018/01/27 22:00,87,0
8,8,8,scattered clouds,Clouds,8,250,2018/01/27 23:00,87,0
8.43,8,9,scattered clouds,Clouds,7,250,2018/01/28 00:00,81,0
9,9,9,scattered clouds,Clouds,8,240,2018/01/28 01:00,87,0
10,10,10,scattered clouds,Clouds,8,240,2018/01/28 02:00,87,0
10,10,10,light intensity drizzle,Drizzle,7,240,2018/01/28 03:00,93,0
10,10,10,broken clouds,Clouds,7,240,2018/01/28 04:00,93,0
10.49,10,11,light intensity drizzle,Drizzle,9,240,2018/01/28 05:00,93,0
11.43,11,12,light intensity drizzle rain,Drizzle,9,250,2018/01/28 06:00,93,0
12,12,12,light intensity drizzle,Drizzle,10,240,2018/01/28 07:00,87,0
12,12,12,light intensity drizzle rain,Drizzle,10,250,2018/01/28 08:00,87,0
12,12,12,light intensity drizzle rain,Drizzle,10,250,2018/01/28 09:00,87,0
12,12,12,light intensity drizzle,Drizzle,12,250,2018/01/28 10:00,87,0
12,12,12,light intensity drizzle,Drizzle,12,250,2018/01/28 11:00,87,0
12,12,12,light intensity drizzle,Drizzle,12,240,2018/01/28 12:00,87,0
12.43,12,13,light intensity drizzle rain,Drizzle,12,250,2018/01/28 13:00,82,0
12.43,12,13,light intensity drizzle,Drizzle,11,250,2018/01/28 14:00,76,0
12.43,12,13,broken clouds,Clouds,8,250,2018/01/28 15:00,76,0
12,12,12,broken clouds,Clouds,10,240,2018/01/28 16:00,76,0
12,12,12,broken clouds,Clouds,11,240,2018/01/28 17:00,76,0
11.43,11,12,broken clouds,Clouds,10,240,2018/01/28 18:00,71,0
11,11,11,broken clouds,Clouds,9,240,2018/01/28 19:00,81,0
11,11,11,light intensity drizzle rain,Drizzle,10,240,2018/01/28 20:00,81,0
11,11,11,broken clouds,Clouds,10,240,2018/01/28 21:00,81,0
10.43,10,11,light intensity drizzle,Drizzle,10,240,2018/01/28 22:00,81,0
10.43,10,11,light intensity drizzle,Drizzle,10,230,2018/01/28 23:00,87,0
10.43,10,11,broken clouds,Clouds,10,230,2018/01/29 00:00,81,0
10.43,10,11,broken clouds,Clouds,11,230,2018/01/29 01:00,87,0
11,11,11,broken clouds,Clouds,11,240,2018/01/29 02:00,87,0
11,11,11,light intensity drizzle rain,Drizzle,12,250,2018/01/29 03:00,87,0
10.57,10,11,light rain,Rain,11,250,2018/01/29 04:00,93,0
10,10,10,light rain,Rain,9,250,2018/01/29 05:00,93,0
9.57,9,10,moderate rain,Rain,6,290,2018/01/29 06:00,93,0
8.57,8,9,light rain,Rain,6,290,2018/01/29 07:00,93,0
7.57,7,8,light rain,Rain,6,290,2018/01/29 08:00,93,0
7,7,7,light intensity drizzle rain,Drizzle,9,280,2018/01/29 09:00,87,0
6,6,6,broken clouds,Clouds,6,290,2018/01/29 10:00,93,0
6,6,6,scattered clouds,Clouds,6,280,2018/01/29 11:00,93,0
7,7,7,few clouds,Clouds,7,290,2018/01/29 12:00,81,0
7,7,7,few clouds,Clouds,8,300,2018/01/29 13:00,75,0
7,7,7,few clouds,Clouds,7,300,2018/01/29 14:00,75,0
7,7,7,few clouds,Clouds,6,300,2018/01/29 15:00,75,0
7,7,7,few clouds,Clouds,6,290,2018/01/29 16:00,70,0
6.49,6,7,broken clouds,Clouds,4,280,2018/01/29 17:00,70,0
5.57,5,6,proximity shower rain,Rain,4,280,2018/01/29 18:00,80,0
5.57,5,6,light intensity shower rain,Rain,4,280,2018/01/29 19:00,86,0
4,4,4,scattered clouds,Clouds,4,260,2018/01/29 20:00,80,0
3.43,3,4,few clouds,Clouds,4,260,2018/01/29 21:00,86,0
2.87,2,4,few clouds,Clouds,3,240,2018/01/29 22:00,80,0
2.43,2,3,few clouds,Clouds,4,240,2018/01/29 23:00,86,0
2.43,2,3,few clouds,Clouds,5,260,2018/01/30 00:00,86,0
3,3,3,few clouds,Clouds,5,250,2018/01/30 01:00,86,0
2.43,2,3,few clouds,Clouds,5,240,2018/01/30 02:00,86,0
3,3,3,scattered clouds,Clouds,4,240,2018/01/30 03:00,86,0
3,3,3,scattered clouds,Clouds,4,240,2018/01/30 04:00,86,0
4,4,4,broken clouds,Clouds,4,240,2018/01/30 05:00,80,0
3.43,3,4,broken clouds,Clouds,3,210,2018/01/30 06:00,80,0
3,3,3,few clouds,Clouds,2,250,2018/01/30 07:00,86,0
3,3,3,scattered clouds,Clouds,4,230,2018/01/30 08:00,86,0
4,4,4,broken clouds,Clouds,3,210,2018/01/30 09:00,100,0
4,4,4,broken clouds,Clouds,5,210,2018/01/30 10:00,100,0
5,5,5,broken clouds,Clouds,3,200,2018/01/30 11:00,75,0
6,6,6,broken clouds,Clouds,3,230,2018/01/30 12:00,70,0
6,6,6,broken clouds,Clouds,3,230,2018/01/30 13:00,70,0
6,6,6,broken clouds,Clouds,4,240,2018/01/30 14:00,75,0
6,6,6,broken clouds,Clouds,7,250,2018/01/30 15:00,100,0
6,6,6,broken clouds,Clouds,6,240,2018/01/30 16:00,100,0
6,6,6,broken clouds,Clouds,5,240,2018/01/30 17:00,70,0
6,6,6,broken clouds,Clouds,5,230,2018/01/30 18:00,75,0
5,5,5,broken clouds,Clouds,4,200,2018/01/30 19:00,86,0
6,6,6,broken clouds,Clouds,6,220,2018/01/30 20:00,81,0
6,6,6,broken clouds,Clouds,8,220,2018/01/30 21:00,81,0
6,6,6,light rain,Rain,9,230,2018/01/30 22:00,87,0
6,6,6,light rain,Rain,10,240,2018/01/30 23:00,93,0
6,6,6,light rain,Rain,8,230,2018/01/31 00:00,93,0
7,7,7,light rain,Rain,7,230,2018/01/31 01:00,81,0
7,7,7,light intensity drizzle rain,Drizzle,11,250,2018/01/31 02:00,81,0
7,7,7,light intensity shower rain,Rain,10,260,2018/01/31 03:00,81,0
5,5,5,light intensity shower rain,Rain,10,280,2018/01/31 04:00,80,0
4,4,4,light intensity shower rain,Rain,10,270,2018/01/31 05:00,86,0
2.43,2,3,light intensity shower rain,Rain,9,260,2018/01/31 06:00,100,0
2,2,2,scattered clouds,Clouds,8,270,2018/01/31 07:00,100,0
2,2,2,broken clouds,Clouds,8,260,2018/01/31 08:00,100,0
2,2,2,few clouds,Clouds,8,250,2018/01/31 09:00,100,0
2,2,2,scattered clouds,Clouds,8,250,2018/01/31 10:00,100,0
2.51,2,3,light intensity shower rain,Rain,12,270,2018/01/31 11:00,100,0
3,3,3,proximity shower rain,Rain,9,250,2018/01/31 12:00,86,0
4,4,4,proximity shower rain,Rain,12,260,2018/01/31 13:00,80,0
4,4,4,proximity shower rain,Rain,13,260,2018/01/31 14:00,100,0
4,4,4,broken clouds,Clouds,9,250,2018/01/31 15:00,100,0
4,4,4,scattered clouds,Clouds,10,250,2018/01/31 16:00,100,0
3.57,3,4,light intensity shower rain,Rain,11,260,2018/01/31 17:00,86,0
3.57,3,4,light intensity shower rain,Rain,10,240,2018/01/31 18:00,86,0
3.57,3,4,broken clouds,Clouds,10,250,2018/01/31 19:00,86,0
2.57,2,3,light intensity shower rain,Rain,11,260,2018/01/31 20:00,93,0
3,3,3,light intensity shower rain,Rain,12,270,2018/01/31 21:00,86,0
3.43,3,4,broken clouds,Clouds,9,280,2018/01/31 22:00,86,0
4,4,4,broken clouds,Clouds,8,280,2018/01/31 23:00,86,0
3.57,3,4,few clouds,Clouds,5,280,2018/02/01 00:00,93,0
3,3,3,Sky is Clear,Clear,7,270,2018/02/01 01:00,86,0
2,2,2,Sky is Clear,Clear,7,260,2018/02/01 02:00,93,0
2,2,2,Sky is Clear,Clear,8,270,2018/02/01 03:00,93,0
2,2,2,few clouds,Clouds,8,270,2018/02/01 04:00,93,0
2.43,2,3,broken clouds,Clouds,6,270,2018/02/01 05:00,86,0
